34.1091534469369	7.38182847246624	3.28657129436544	9.17840214507364	5.16236349541642	0
12.7386978712610	20.1574958096837	6.18223918465784	27.7848459278341	33.5005899050421	0
47.7140995652477	62.4450012625511	32.4188297689368	45.3034694355674	264.039450565342	0
104.161823892528	80.8200133028757	1137.09166177189	175.053985597594	290.247490337587	0
427.588731367766	669.669457274448	1518.88725512972	2807.10564882185	18668.2563154863	0
18348.1779159017	12825.5057106149	6636.07549052540	97896.3348274179	21783.5037093156	0
22753.3131703785	17578.5567071672	11812.9421514064	81984.9915924061	42182.2803615260	0
94619.0861239731	91333.5640521641	97442.8493328436	430592.101283655	209897.174983832	0
1133793.94748386	587862.275627419	1641349.91283994	4942907.28477929	1027212.98932401	0
3444013.63150563	4991787.96388788	7724892.12544121	11172162.1684199	13818206.8792424	0
